ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Included?,Ivano's notes,Mohamed?s answer
19,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,G. Brito; M. T. Valente,REST vs GraphQL: A Controlled Experiment,10.1109/ICSA47634.2020.00016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101226,No,Yes,No,,
20,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,N. C. Mendonca; C. M. Aderaldo; J. Camara; D. Garlan,Model-Based Analysis of Microservice Resiliency Patterns,10.1109/ICSA47634.2020.00019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101301,No,Yes,No,,
21,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,N. K. Tran; M. A. Babar,"Anatomy, Concept, and Design Space of Blockchain Networks",10.1109/ICSA47634.2020.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101315,No,Yes,No,,
22,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,M. Bhat; K. Shumaiev; U. Hohenstein; A. Biesdorf; F. Matthes,The Evolution of Architectural Decision Making as a Key Focus Area of Software Architecture Research: A Semi-Systematic Literature Study,10.1109/ICSA47634.2020.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101319,No,Yes,No,,
23,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,J. C?≠mara; H. Muccini; K. Vaidhyanathan,Quantitative Verification-Aided Machine Learning: A Tandem Approach for Architecting Self-Adaptive IoT Systems,10.1109/ICSA47634.2020.00010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101287,No,Yes,No,,
24,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,Y. Zhang; B. Liu; L. Dai; K. Chen; X. Cao,Automated Microservice Identification in Legacy Systems with Functional and Non-Functional Metrics,10.1109/ICSA47634.2020.00021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101217,Yes,Yes,Yes,Ok,
25,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,S. Jasser,Enforcing Architectural Security Decisions,10.1109/ICSA47634.2020.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101221,No,Yes,No,,
26,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,Y. Zhao; L. Xiao; X. Wang; Z. Chen; B. Chen; Y. Liu,Butterfly Space: An Architectural Approach for Investigating Performance Issues,10.1109/ICSA47634.2020.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101223,Yes,Yes,Yes,Ok,
27,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,F. Alkhabbas; I. Murturi; R. Spalazzese; P. Davidsson; S. Dustdar,A Goal-Driven Approach for Deploying Self-Adaptive IoT Systems,10.1109/ICSA47634.2020.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101225,No,Yes,No,,
28,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,A. Bucaioni; P. Pelliccione,Technical Architectures for Automotive Systems,10.1109/ICSA47634.2020.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101300,No,Yes,No,,
29,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,X. Wang; L. Xiao; K. Huang; B. Chen; Y. Zhao; Y. Liu,DesignDiff: Continuously Modeling Software Design Difference from Code Revisions,10.1109/ICSA47634.2020.00025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101195,Yes,Yes,Yes,Ok,
30,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,A. Selmadji; A. Seriai; H. L. Bouziane; R. Oumarou Mahamane; P. Zaragoza; C. Dony,From Monolithic Architecture Style to Microservice one Based on a Semi-Automatic Approach,10.1109/ICSA47634.2020.00023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101266,Yes,Yes,Yes,Ok,
31,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,W. K. Mizutani; F. Kon,Unlimited Rulebook: a Reference Architecture for Economy Mechanics in Digital Games,10.1109/ICSA47634.2020.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101341,No,Yes,No,,
32,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,N. Santos; A. Rito Silva,A Complexity Metric for Microservices Architecture Migration,10.1109/ICSA47634.2020.00024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101318,No,Yes,No,"NO, this seems to do program analysis, not mining",Not sure.
33,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,L. Baresi; G. Quattrocchi,COCOS: A Scalable Architecture for Containerized Heterogeneous Systems,10.1109/ICSA47634.2020.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101324,No,Yes,No,,
34,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,P. Vinicius Cardoso; R. Weber Aita Fazul; P. Pitthan Barcelos,Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements,10.1109/ICSA47634.2020.00009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101216,No,Yes,No,,
35,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,S. Kugele; C. Segler; T. Hubregtsen,Architectural Patterns for Cross-Domain Personalised Automotive Functions,10.1109/ICSA47634.2020.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101332,No,Yes,No,,
36,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,K. Tuma; R. Scandariato; M. Balliu,Flaws in Flows: Unveiling Design Flaws via Information Flow Analysis,10.1109/ICSA.2019.00028,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703905,No,Yes,No,,
37,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,K. Telschig; A. Knapp,Synchronous Reconfiguration of Distributed Embedded Applications During Operation,10.1109/ICSA.2019.00021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703907,No,Yes,No,,
38,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,J. Jahié?; P. Enbrecht; U. Mayer; P. O. Antonino,Mitigating the Influence of Embedded Software Development Environments and Toolsets (ESDT) on Software Architecture,10.1109/ICSA.2019.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703911,No,Yes,No,,
39,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,C. Gerking; D. Schubert,Component-Based Refinement and Verification of Information-Flow Security Policies for Cyber-Physical Microservice Architectures,10.1109/ICSA.2019.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703909,No,Yes,No,,
40,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,F. Rademacher; S. Sachweh; A. Z?¨ndorf,Aspect-Oriented Modeling of Technology Heterogeneity in Microservice Architecture,10.1109/ICSA.2019.00011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703913,No,Yes,No,,
41,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,F. Tian; P. Liang; M. A. Babar,How Developers Discuss Architecture Smells? An Exploratory Study on Stack Overflow,10.1109/ICSA.2019.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703915,Yes,Yes,Yes,Ok,
42,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,H. Zhang; S. Li; Z. Jia; C. Zhong; C. Zhang,Microservice Architecture in Reality: An Industrial Inquiry,10.1109/ICSA.2019.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703917,No,Yes,No,,
43,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,T. M?ùrtensson; D. St?ùhl; A. Martini; J. Bosch,Continuous Architecture: Towards the Goldilocks Zone and Away from Vicious Circles,10.1109/ICSA.2019.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703921,No,Yes,No,,
44,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,R. Wohlrab; U. Eliasson; P. Pelliccione; R. Heldal,Improving the Consistency and Usefulness of Architecture Descriptions: Guidelines for Architects,10.1109/ICSA.2019.00024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703919,No,Yes,No,,
45,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,L. Sion; P. Dewitte; D. Van Landuyt; K. Wuyts; I. Emanuilov; P. Valcke; W. Joosen,An Architectural View for Data Protection by Design,10.1109/ICSA.2019.00010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703923,No,Yes,No,,
46,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,R. Verdecchia; I. Malavolta; P. Lago,Guidelines for Architecting Android Apps: A Mixed-Method Empirical Study,10.1109/ICSA.2019.00023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703927,Yes,Yes,Yes,Ok,
47,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,D. Arcelli; V. Cortellessa; D. Di Pompeo; R. Eramo; M. Tucci,Exploiting Architecture/Runtime Model-Driven Traceability for Performance Improvement,10.1109/ICSA.2019.00017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703902,No,Yes,No,,
48,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,I. Weber; Q. Lu; A. B. Tran; A. Deshmukh; M. Gorski; M. Strazds,A Platform Architecture for Multi-Tenant Blockchain-Based Systems,10.1109/ICSA.2019.00019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703904,No,Yes,No,,
49,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,R. Wohlrab; P. Pelliccione; E. Knauss; R. Heldal,On Interfaces to Support Agile Architecting in Automotive: An Exploratory Case Study,10.1109/ICSA.2019.00025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703906,No,Yes,No,,
50,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,S. Seifermann; R. Heinrich; R. Reussner,Data-Driven Software Architecture for Analyzing Confidentiality,10.1109/ICSA.2019.00009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703910,No,Yes,No,,
51,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,S. Eismann; J. Grohmann; J. Walter; J. Von Kistowski; S. Kounev,Integrating Statistical Response Time Models in Architectural Performance Models,10.1109/ICSA.2019.00016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703908,No,Yes,No,,
52,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,Y. Dajsuren; G. Loupias,Safety Analysis Method for Cooperative Driving Systems,10.1109/ICSA.2019.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703914,No,Yes,No,,
53,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,M. R. Alam; I. Gerostathopoulos; C. Prehofer; A. Attanasi; T. Bures,A Framework for Tunable Anomaly Detection,10.1109/ICSA.2019.00029,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703916,No,Yes,No,,
54,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,F. Ullah; M. A. Babar,An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics,10.1109/ICSA.2019.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703920,No,Yes,No,,
55,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,D. Gonzalez; F. Alhenaki; M. Mirakhorli,Architectural Security Weaknesses in Industrial Control Systems (ICS) an Empirical Study Based on Disclosed Software Vulnerabilities,10.1109/ICSA.2019.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703918,Yes,Yes,Yes,Ok,
56,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,J. Jahié?; V. Kumar; P. O. Antonino; G. Wirrer,Testing the Implementation of Concurrent AUTOSAR Drivers Against Architecture Decisions,10.1109/ICSA.2019.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703924,No,Yes,No,,
57,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,S. Kugele; D. Hettler; J. Peter,Data-Centric Communication and Containerization for Future Automotive Software Architectures,10.1109/ICSA.2018.00016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417118,No,Yes,No,,
58,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,A. Shahbazian; Y. Kyu Lee; D. Le; Y. Brun; N. Medvidovic,Recovering Architectural Design Decisions,10.1109/ICSA.2018.00019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417122,Yes,Yes,Yes,Ok,
59,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,M. Szvetits; U. Zdun,Architectural Design Decisions for Systems Supporting Model-Based Analysis of Runtime Events: A Qualitative Multi-method Study,10.1109/ICSA.2018.00021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417144,No,Yes,No,,
60,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,S. Gupta; L. Ulanova; S. Bhardwaj; P. Dmitriev; P. Raff; A. Fabijan,The Anatomy of a Large-Scale Experimentation Platform,10.1109/ICSA.2018.00009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417111,No,Yes,No,,
61,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,S. Eismann; J. Walter; J. von Kistowski; S. Kounev,Modeling of Parametric Dependencies for Performance Prediction of Component-Based Software Systems at Run-Time,10.1109/ICSA.2018.00023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417146,No,Yes,No,"NO, it seems to be a model-based analysis approach",Ok. I agree
62,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,R. Yasaweerasinghelage; M. Staples; I. Weber; H. Paik,Predicting the Performance of Privacy-Preserving Data Analytics Using Architecture Modelling and Simulation,10.1109/ICSA.2018.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417150,No,Yes,No,,
63,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,S. Apel,Reducing Development Overheads with a Generic and Model-Centric Architecture for Online Games,10.1109/ICSA.2018.00011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417113,No,Yes,No,,
64,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,J. Liu; E. Braun; C. D?¨pmeier; P. Kuckertz; D. S. Ryberg; M. Robinius; D. Stolten; V. Hagenmeyer,A Generic and Highly Scalable Framework for the Automation and Execution of Scientific Data Processing and Simulation Workflows,10.1109/ICSA.2018.00024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417148,No,Yes,No,,
65,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,M. Soliman; A. Rekaby Salama; M. Galster; O. Zimmermann; M. Riebisch,Improving the Search for Architecture Knowledge in Online Developer Communities,10.1109/ICSA.2018.00028,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417152,Yes,Yes,Yes,Ok,
66,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,L. Chen,Microservices: Architecting for Continuous Delivery and DevOps,10.1109/ICSA.2018.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417115,No,Yes,No,,
67,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,B. Tenbergen; M. Daun; P. Aluko Obe; j. Brings,View-Centric Context Modeling to Foster the Engineering of Cyber-Physical System Networks,10.1109/ICSA.2018.00030,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417154,No,Yes,No,,
68,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,M. Naab; D. Rost; J. Knodel,Architecting a Software-Based Ecosystem for the Automotive Aftermarket: An Experience Report,10.1109/ICSA.2018.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417117,No,Yes,No,,
69,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,M. Bhat; K. Shumaiev; K. Koch; U. Hohenstein; A. Biesdorf; F. Matthes,An Expert Recommendation System for Design Decision Making: Who Should be Involved in Making a Design Decision?,10.1109/ICSA.2018.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417121,Yes,Yes,Yes,Ok,
70,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,D. Arcelli; V. Cortellessa; M. D'Emidio; D. Di Pompeo,EASIER: An Evolutionary Approach for Multi-objective Software ArchItecturE Refactoring,10.1109/ICSA.2018.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417143,No,Yes,No,,
71,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,V. Cortellessa; R. Eramo; M. Tucci,Availability-Driven Architectural Change Propagation Through Bidirectional Model Transformations Between UML and Petri Net Models,10.1109/ICSA.2018.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417145,No,Yes,No,,
72,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,J. Kramer; J. M. van der Werf; J. Stokking; M. Ruiz,A Blockchain-Based Micro Economy Platform for Distributed Infrastructure Initiatives,10.1109/ICSA.2018.00010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417112,No,Yes,No,,
73,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,D. M. Le; D. Link; A. Shahbazian; N. Medvidovic,An Empirical Study of Architectural Decay in Open-Source Software,10.1109/ICSA.2018.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417151,Yes,Yes,Yes,Ok,
74,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,P. Di Francesco; P. Lago; I. Malavolta,Migrating Towards Microservice Architectures: An Industrial Survey,10.1109/ICSA.2018.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417114,No,Yes,No,,
75,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,M. Artac; T. Borovè≠ak; E. Di Nitto; M. Guerriero; D. Perez-Palacin; D. A. Tamburri,Infrastructure-as-Code for Data-Intensive Architectures: A Model-Driven Development Approach,10.1109/ICSA.2018.00025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417149,No,Yes,No,"NO, it seems to be a forward-engineering MDE approach",Ok. I agree
76,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,H. Koziolek; A. Burger; J. Doppelhamer,Self-Commissioning Industrial IoT-Systems in Process Automation: A Reference Architecture,10.1109/ICSA.2018.00029,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417153,No,Yes,No,,
77,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,N. Alshuqayran; N. Ali; R. Evans,Towards Micro Service Architecture Recovery: An Empirical Study,10.1109/ICSA.2018.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417116,No,Yes,No,"Ok. Note: this is a classical reverse engineering paper, do we want to include those? For example, are reverse engineering papers a good fit for MSR?",Not sure
78,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,S. GarcéÒa; C. Menghi; P. Pelliccione; T. Berger; R. Wohlrab,"An Architecture for Decentralized, Collaborative, and Autonomous Robots",10.1109/ICSA.2018.00017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417120,No,Yes,No,,
79,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,A. Bedjeti; P. Lago; G. A. Lewis; R. D. De Boer; R. Hilliard,Modeling Context with an Architecture Viewpoint,10.1109/ICSA.2017.26,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930207,No,Yes,No,,
80,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,R. Yasaweerasinghelage; M. Staples; I. Weber,Predicting Latency of Blockchain-Based Systems Using Architectural Modelling and Simulation,10.1109/ICSA.2017.22,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930225,No,Yes,No,"NO, This is not about MSR",Ok. I agree
81,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,F. Haupt; F. Leymann; A. Scherer; K. Vukojevic-Haupt,A Framework for the Structural Analysis of REST APIs,10.1109/ICSA.2017.40,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930199,Yes,Yes,Yes,Ok,
82,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,T. Hoppe; H. Eisenmann; A. Viehl; O. Bringmann,Digital Space Systems Engineering through Semantic Data Models,10.1109/ICSA.2017.35,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930204,No,Yes,No,,
83,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,F. Alkhabbas; R. Spalazzese; P. Davidsson,Architecting Emergent Configurations in the Internet of Things,10.1109/ICSA.2017.37,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930220,No,Yes,No,,
84,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,B. Nassar; R. Scandariato,Traceability Metrics as Early Predictors of Software Defects?,10.1109/ICSA.2017.12,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930222,Yes,Yes,Yes,,
